Date;S&Pprice;;;;;;;
14-Jan-66;93.5;;;;;;;
17-Jan-66;93.77;;;;;;;
18-Jan-66;93.95;;;;;;;
19-Jan-66;93.69;;;;;;;
20-Jan-66;93.36;;;;;;;
21-Jan-66;93.47;;;;;;;
24-Jan-66;93.71;;;;;;;
25-Jan-66;93.85;;;;;;;
26-Jan-66;93.7;;;;;;;
27-Jan-66;93.67;;;;;;;
28-Jan-66;93.31;;;;;;;
31-Jan-66;92.88;;;;;;;
1-Feb-66;92.16;;;;;;;
2-Feb-66;92.53;;;;;;;
3-Feb-66;92.65;;;;;;;
4-Feb-66;93.26;;;;;;;
7-Feb-66;93.59;;;;;;;
8-Feb-66;93.55;;;;;;;
9-Feb-66;94.06;;;;;;;
10-Feb-66;93.83;;;;;;;
11-Feb-66;93.81;;;;;;;
14-Feb-66;93.53;;;;;;;
15-Feb-66;93.17;;;;;;;
16-Feb-66;93.16;;;;;;;
17-Feb-66;92.66;;;;;;;
18-Feb-66;92.41;;;;;;;
21-Feb-66;91.87;;;;;;;
23-Feb-66;91.48;;;;;;;
24-Feb-66;90.89;;;;;;;
25-Feb-66;91.14;;;;;;;
28-Feb-66;91.22;;;;;;;
1-Mar-66;90.06;;;;;;;
2-Mar-66;89.15;;;;;;;
3-Mar-66;89.47;;;;;;;
4-Mar-66;89.24;;;;;;;
7-Mar-66;88.04;;;;;;;
8-Mar-66;88.18;;;;;;;
9-Mar-66;88.96;;;;;;;
10-Mar-66;88.96;;;;;;;
11-Mar-66;88.85;;;;;;;
14-Mar-66;87.85;;;;;;;
15-Mar-66;87.35;;;;;;;
16-Mar-66;87.86;;;;;;;
17-Mar-66;88.17;;;;;;;
18-Mar-66;88.53;;;;;;;
21-Mar-66;89.2;;;;;;;
22-Mar-66;89.46;;;;;;;
23-Mar-66;89.13;;;;;;;
24-Mar-66;89.29;;;;;;;
25-Mar-66;89.54;;;;;;;
28-Mar-66;89.62;;;;;;;
29-Mar-66;89.27;;;;;;;
30-Mar-66;88.78;;;;;;;
31-Mar-66;89.23;;;;;;;
1-Apr-66;89.94;;;;;;;
4-Apr-66;90.76;;;;;;;
5-Apr-66;91.31;;;;;;;
6-Apr-66;91.56;;;;;;;
7-Apr-66;91.76;;;;;;;
11-Apr-66;91.79;;;;;;;
12-Apr-66;91.45;;;;;;;
13-Apr-66;91.54;;;;;;;
14-Apr-66;91.87;;;;;;;
15-Apr-66;91.99;;;;;;;
18-Apr-66;91.58;;;;;;;
19-Apr-66;91.57;;;;;;;
20-Apr-66;92.08;;;;;;;
21-Apr-66;92.42;;;;;;;
22-Apr-66;92.27;;;;;;;
25-Apr-66;92.08;;;;;;;
26-Apr-66;91.99;;;;;;;
27-Apr-66;91.76;;;;;;;
28-Apr-66;91.13;;;;;;;
29-Apr-66;91.06;;;;;;;
2-May-66;90.9;;;;;;;
3-May-66;89.85;;;;;;;
4-May-66;89.39;;;;;;;
5-May-66;87.93;;;;;;;
6-May-66;87.84;;;;;;;
9-May-66;86.32;;;;;;;
10-May-66;87.08;;;;;;;
11-May-66;87.23;;;;;;;
12-May-66;86.23;;;;;;;
13-May-66;85.47;;;;;;;
16-May-66;84.41;;;;;;;
17-May-66;83.63;;;;;;;
18-May-66;85.12;;;;;;;
19-May-66;85.02;;;;;;;
20-May-66;85.43;;;;;;;
23-May-66;86.2;;;;;;;
24-May-66;86.77;;;;;;;
25-May-66;87.07;;;;;;;
26-May-66;87.07;;;;;;;
27-May-66;87.33;;;;;;;
31-May-66;86.13;;;;;;;
1-Jun-66;86.1;;;;;;;
2-Jun-66;85.96;;;;;;;
3-Jun-66;86.06;;;;;;;
6-Jun-66;85.42;;;;;;;
7-Jun-66;84.83;;;;;;;
8-Jun-66;84.93;;;;;;;
9-Jun-66;85.5;;;;;;;
10-Jun-66;86.44;;;;;;;
13-Jun-66;86.83;;;;;;;
14-Jun-66;87.07;;;;;;;
15-Jun-66;86.73;;;;;;;
16-Jun-66;86.47;;;;;;;
17-Jun-66;86.51;;;;;;;
20-Jun-66;86.48;;;;;;;
21-Jun-66;86.71;;;;;;;
22-Jun-66;86.85;;;;;;;
23-Jun-66;86.5;;;;;;;
24-Jun-66;86.58;;;;;;;
27-Jun-66;86.08;;;;;;;
28-Jun-66;85.67;;;;;;;
29-Jun-66;84.86;;;;;;;
30-Jun-66;84.74;;;;;;;
1-Jul-66;85.61;;;;;;;
5-Jul-66;85.82;;;;;;;
6-Jul-66;87.06;;;;;;;
7-Jul-66;87.38;;;;;;;
8-Jul-66;87.61;;;;;;;
11-Jul-66;87.45;;;;;;;
12-Jul-66;86.88;;;;;;;
13-Jul-66;86.3;;;;;;;
14-Jul-66;86.82;;;;;;;
15-Jul-66;87.08;;;;;;;
18-Jul-66;86.99;;;;;;;
19-Jul-66;86.33;;;;;;;
20-Jul-66;85.51;;;;;;;
21-Jul-66;85.52;;;;;;;
22-Jul-66;85.41;;;;;;;
25-Jul-66;83.83;;;;;;;
26-Jul-66;83.7;;;;;;;
27-Jul-66;84.1;;;;;;;
28-Jul-66;83.77;;;;;;;
29-Jul-66;83.6;;;;;;;
1-Aug-66;82.31;;;;;;;
2-Aug-66;82.33;;;;;;;
3-Aug-66;83.15;;;;;;;
4-Aug-66;83.93;;;;;;;
5-Aug-66;84.0;;;;;;;
8-Aug-66;83.75;;;;;;;
9-Aug-66;83.49;;;;;;;
10-Aug-66;83.11;;;;;;;
11-Aug-66;83.02;;;;;;;
12-Aug-66;83.17;;;;;;;
15-Aug-66;82.74;;;;;;;
16-Aug-66;81.63;;;;;;;
17-Aug-66;81.18;;;;;;;
18-Aug-66;80.16;;;;;;;
19-Aug-66;79.62;;;;;;;
22-Aug-66;78.24;;;;;;;
23-Aug-66;78.11;;;;;;;
24-Aug-66;79.07;;;;;;;
25-Aug-66;78.06;;;;;;;
26-Aug-66;76.41;;;;;;;
29-Aug-66;74.53;;;;;;;
30-Aug-66;75.86;;;;;;;
31-Aug-66;77.1;;;;;;;
1-Sep-66;77.7;;;;;;;
2-Sep-66;77.42;;;;;;;
6-Sep-66;76.96;;;;;;;
7-Sep-66;76.37;;;;;;;
8-Sep-66;76.05;;;;;;;
9-Sep-66;76.29;;;;;;;
12-Sep-66;77.91;;;;;;;
13-Sep-66;78.32;;;;;;;
14-Sep-66;79.13;;;;;;;
15-Sep-66;80.08;;;;;;;
16-Sep-66;79.99;;;;;;;
19-Sep-66;79.59;;;;;;;
20-Sep-66;79.04;;;;;;;
21-Sep-66;77.71;;;;;;;
22-Sep-66;77.94;;;;;;;
23-Sep-66;77.67;;;;;;;
26-Sep-66;77.86;;;;;;;
27-Sep-66;78.1;;;;;;;
28-Sep-66;77.11;;;;;;;
29-Sep-66;76.31;;;;;;;
30-Sep-66;76.56;;;;;;;
3-Oct-66;74.9;;;;;;;
4-Oct-66;75.1;;;;;;;
5-Oct-66;74.69;;;;;;;
6-Oct-66;74.05;;;;;;;
7-Oct-66;73.2;;;;;;;
10-Oct-66;74.53;;;;;;;
11-Oct-66;74.91;;;;;;;
12-Oct-66;77.04;;;;;;;
13-Oct-66;76.89;;;;;;;
14-Oct-66;76.6;;;;;;;
17-Oct-66;77.47;;;;;;;
18-Oct-66;78.68;;;;;;;
19-Oct-66;78.05;;;;;;;
20-Oct-66;77.84;;;;;;;
21-Oct-66;78.19;;;;;;;
24-Oct-66;78.42;;;;;;;
25-Oct-66;78.9;;;;;;;
26-Oct-66;79.58;;;;;;;
27-Oct-66;80.23;;;;;;;
28-Oct-66;80.24;;;;;;;
31-Oct-66;80.2;;;;;;;
1-Nov-66;80.81;;;;;;;
2-Nov-66;80.88;;;;;;;
3-Nov-66;80.56;;;;;;;
4-Nov-66;80.81;;;;;;;
7-Nov-66;80.73;;;;;;;
9-Nov-66;81.38;;;;;;;
10-Nov-66;81.89;;;;;;;
11-Nov-66;81.94;;;;;;;
14-Nov-66;81.37;;;;;;;
15-Nov-66;81.69;;;;;;;
16-Nov-66;82.37;;;;;;;
17-Nov-66;81.8;;;;;;;
18-Nov-66;81.26;;;;;;;
21-Nov-66;80.09;;;;;;;
22-Nov-66;79.67;;;;;;;
23-Nov-66;80.21;;;;;;;
25-Nov-66;80.85;;;;;;;
28-Nov-66;80.71;;;;;;;
29-Nov-66;80.42;;;;;;;
30-Nov-66;80.45;;;;;;;
1-Dec-66;80.08;;;;;;;
2-Dec-66;80.13;;;;;;;
5-Dec-66;80.24;;;;;;;
6-Dec-66;80.84;;;;;;;
7-Dec-66;81.72;;;;;;;
8-Dec-66;82.05;;;;;;;
9-Dec-66;82.14;;;;;;;
12-Dec-66;83.0;;;;;;;
13-Dec-66;82.73;;;;;;;
14-Dec-66;82.64;;;;;;;
15-Dec-66;81.64;;;;;;;
16-Dec-66;81.58;;;;;;;
19-Dec-66;81.27;;;;;;;
20-Dec-66;80.96;;;;;;;
21-Dec-66;81.38;;;;;;;
22-Dec-66;81.69;;;;;;;
23-Dec-66;81.47;;;;;;;
27-Dec-66;81.0;;;;;;;
28-Dec-66;80.61;;;;;;;
29-Dec-66;80.37;;;;;;;
30-Dec-66;80.33;;;;;;;
3-Jan-67;80.38;;;;;;;
4-Jan-67;80.55;;;;;;;
5-Jan-67;81.6;;;;;;;
6-Jan-67;82.18;;;;;;;
9-Jan-67;82.81;;;;;;;
10-Jan-67;82.81;;;;;;;
11-Jan-67;83.47;;;;;;;
12-Jan-67;83.91;;;;;;;
13-Jan-67;84.53;;;;;;;
16-Jan-67;84.31;;;;;;;
17-Jan-67;85.24;;;;;;;
18-Jan-67;85.79;;;;;;;
19-Jan-67;85.82;;;;;;;
20-Jan-67;86.07;;;;;;;
23-Jan-67;86.39;;;;;;;
24-Jan-67;86.51;;;;;;;
25-Jan-67;85.85;;;;;;;
26-Jan-67;85.81;;;;;;;
27-Jan-67;86.16;;;;;;;
30-Jan-67;86.66;;;;;;;
31-Jan-67;86.61;;;;;;;
1-Feb-67;86.43;;;;;;;
2-Feb-67;86.73;;;;;;;
3-Feb-67;87.36;;;;;;;
6-Feb-67;87.18;;;;;;;
7-Feb-67;86.95;;;;;;;
8-Feb-67;87.72;;;;;;;
9-Feb-67;87.36;;;;;;;
10-Feb-67;87.63;;;;;;;
13-Feb-67;87.58;;;;;;;
14-Feb-67;88.17;;;;;;;
15-Feb-67;88.27;;;;;;;
16-Feb-67;87.86;;;;;;;
17-Feb-67;87.89;;;;;;;
20-Feb-67;87.4;;;;;;;
21-Feb-67;87.34;;;;;;;
23-Feb-67;87.45;;;;;;;
24-Feb-67;87.41;;;;;;;
27-Feb-67;86.46;;;;;;;
28-Feb-67;86.78;;;;;;;
1-Mar-67;87.68;;;;;;;
2-Mar-67;88.16;;;;;;;
3-Mar-67;88.29;;;;;;;
6-Mar-67;88.1;;;;;;;
7-Mar-67;88.16;;;;;;;
8-Mar-67;88.27;;;;;;;
9-Mar-67;88.53;;;;;;;
10-Mar-67;88.89;;;;;;;
13-Mar-67;88.43;;;;;;;
14-Mar-67;88.35;;;;;;;
15-Mar-67;89.19;;;;;;;
16-Mar-67;90.09;;;;;;;
17-Mar-67;90.25;;;;;;;
20-Mar-67;90.2;;;;;;;
21-Mar-67;90.0;;;;;;;
22-Mar-67;90.25;;;;;;;
23-Mar-67;90.94;;;;;;;
27-Mar-67;90.87;;;;;;;
28-Mar-67;90.91;;;;;;;
29-Mar-67;90.73;;;;;;;
30-Mar-67;90.7;;;;;;;
31-Mar-67;90.2;;;;;;;
3-Apr-67;89.24;;;;;;;
4-Apr-67;89.22;;;;;;;
5-Apr-67;89.79;;;;;;;
6-Apr-67;89.94;;;;;;;
7-Apr-67;89.36;;;;;;;
10-Apr-67;88.24;;;;;;;
11-Apr-67;88.88;;;;;;;
12-Apr-67;88.78;;;;;;;
13-Apr-67;89.46;;;;;;;
14-Apr-67;90.43;;;;;;;
17-Apr-67;91.07;;;;;;;
18-Apr-67;91.86;;;;;;;
19-Apr-67;91.94;;;;;;;
20-Apr-67;92.11;;;;;;;
21-Apr-67;92.3;;;;;;;
24-Apr-67;92.62;;;;;;;
25-Apr-67;93.11;;;;;;;
26-Apr-67;93.02;;;;;;;
27-Apr-67;93.81;;;;;;;
28-Apr-67;94.01;;;;;;;
1-May-67;93.84;;;;;;;
2-May-67;93.67;;;;;;;
3-May-67;93.91;;;;;;;
4-May-67;94.32;;;;;;;
5-May-67;94.44;;;;;;;
8-May-67;94.58;;;;;;;
9-May-67;93.6;;;;;;;
10-May-67;93.35;;;;;;;
11-May-67;93.75;;;;;;;
12-May-67;93.48;;;;;;;
15-May-67;92.71;;;;;;;
16-May-67;93.14;;;;;;;
17-May-67;92.78;;;;;;;
18-May-67;92.53;;;;;;;
19-May-67;92.07;;;;;;;
22-May-67;91.67;;;;;;;
23-May-67;91.23;;;;;;;
24-May-67;90.18;;;;;;;
25-May-67;91.19;;;;;;;
26-May-67;90.98;;;;;;;
29-May-67;90.49;;;;;;;
31-May-67;89.08;;;;;;;
1-Jun-67;90.23;;;;;;;
2-Jun-67;89.79;;;;;;;
5-Jun-67;88.43;;;;;;;
6-Jun-67;90.23;;;;;;;
7-Jun-67;90.91;;;;;;;
8-Jun-67;91.4;;;;;;;
9-Jun-67;91.56;;;;;;;
12-Jun-67;92.04;;;;;;;
13-Jun-67;92.62;;;;;;;
14-Jun-67;92.4;;;;;;;
15-Jun-67;92.49;;;;;;;
16-Jun-67;92.54;;;;;;;
19-Jun-67;92.51;;;;;;;
20-Jun-67;92.48;;;;;;;
21-Jun-67;92.2;;;;;;;
22-Jun-67;91.97;;;;;;;
23-Jun-67;92.0;;;;;;;
26-Jun-67;91.64;;;;;;;
27-Jun-67;91.3;;;;;;;
28-Jun-67;91.31;;;;;;;
29-Jun-67;90.85;;;;;;;
30-Jun-67;90.64;;;;;;;
3-Jul-67;90.91;;;;;;;
5-Jul-67;91.36;;;;;;;
6-Jul-67;91.32;;;;;;;
7-Jul-67;91.69;;;;;;;
10-Jul-67;92.05;;;;;;;
11-Jul-67;92.48;;;;;;;
12-Jul-67;92.4;;;;;;;
13-Jul-67;92.42;;;;;;;
14-Jul-67;92.74;;;;;;;
17-Jul-67;92.75;;;;;;;
18-Jul-67;93.5;;;;;;;
19-Jul-67;93.65;;;;;;;
20-Jul-67;93.85;;;;;;;
21-Jul-67;94.04;;;;;;;
24-Jul-67;93.73;;;;;;;
25-Jul-67;93.24;;;;;;;
26-Jul-67;94.06;;;;;;;
27-Jul-67;94.35;;;;;;;
28-Jul-67;94.49;;;;;;;
31-Jul-67;94.75;;;;;;;
1-Aug-67;95.37;;;;;;;
2-Aug-67;95.78;;;;;;;
3-Aug-67;95.66;;;;;;;
4-Aug-67;95.83;;;;;;;
7-Aug-67;95.58;;;;;;;
8-Aug-67;95.69;;;;;;;
9-Aug-67;95.78;;;;;;;
10-Aug-67;95.53;;;;;;;
11-Aug-67;95.15;;;;;;;
14-Aug-67;94.64;;;;;;;
15-Aug-67;94.77;;;;;;;
16-Aug-67;94.55;;;;;;;
17-Aug-67;94.63;;;;;;;
18-Aug-67;94.78;;;;;;;
21-Aug-67;94.25;;;;;;;
22-Aug-67;93.74;;;;;;;
23-Aug-67;93.61;;;;;;;
24-Aug-67;93.09;;;;;;;
25-Aug-67;92.7;;;;;;;
28-Aug-67;92.64;;;;;;;
29-Aug-67;92.88;;;;;;;
30-Aug-67;93.07;;;;;;;
31-Aug-67;93.64;;;;;;;
1-Sep-67;93.68;;;;;;;
5-Sep-67;94.21;;;;;;;
6-Sep-67;94.39;;;;;;;
7-Sep-67;94.33;;;;;;;
8-Sep-67;94.36;;;;;;;
11-Sep-67;94.54;;;;;;;
12-Sep-67;94.99;;;;;;;
13-Sep-67;95.99;;;;;;;
14-Sep-67;96.2;;;;;;;
15-Sep-67;96.27;;;;;;;
18-Sep-67;96.53;;;;;;;
19-Sep-67;96.17;;;;;;;
20-Sep-67;96.13;;;;;;;
21-Sep-67;96.75;;;;;;;
22-Sep-67;97.0;;;;;;;
25-Sep-67;97.59;;;;;;;
26-Sep-67;96.76;;;;;;;
27-Sep-67;96.79;;;;;;;
28-Sep-67;96.79;;;;;;;
29-Sep-67;96.71;;;;;;;
2-Oct-67;96.32;;;;;;;
3-Oct-67;96.65;;;;;;;
4-Oct-67;96.43;;;;;;;
5-Oct-67;96.67;;;;;;;
6-Oct-67;97.26;;;;;;;
9-Oct-67;97.51;;;;;;;
10-Oct-67;96.84;;;;;;;
11-Oct-67;96.37;;;;;;;
12-Oct-67;95.75;;;;;;;
13-Oct-67;96.0;;;;;;;
16-Oct-67;95.25;;;;;;;
17-Oct-67;95.0;;;;;;;
18-Oct-67;95.25;;;;;;;
19-Oct-67;95.43;;;;;;;
20-Oct-67;95.38;;;;;;;
23-Oct-67;94.96;;;;;;;
24-Oct-67;94.42;;;;;;;
25-Oct-67;94.52;;;;;;;
26-Oct-67;94.94;;;;;;;
27-Oct-67;94.96;;;;;;;
30-Oct-67;94.79;;;;;;;
31-Oct-67;93.3;;;;;;;
1-Nov-67;92.71;;;;;;;
2-Nov-67;92.34;;;;;;;
3-Nov-67;91.78;;;;;;;
6-Nov-67;91.48;;;;;;;
8-Nov-67;91.14;;;;;;;
9-Nov-67;91.59;;;;;;;
10-Nov-67;92.21;;;;;;;
13-Nov-67;91.97;;;;;;;
14-Nov-67;91.39;;;;;;;
15-Nov-67;91.76;;;;;;;
16-Nov-67;92.6;;;;;;;
17-Nov-67;92.82;;;;;;;
20-Nov-67;91.65;;;;;;;
21-Nov-67;93.1;;;;;;;
22-Nov-67;93.65;;;;;;;
24-Nov-67;93.9;;;;;;;
27-Nov-67;94.17;;;;;;;
28-Nov-67;94.49;;;;;;;
29-Nov-67;94.47;;;;;;;
30-Nov-67;94.0;;;;;;;
1-Dec-67;94.5;;;;;;;
4-Dec-67;95.1;;;;;;;
5-Dec-67;95.23;;;;;;;
6-Dec-67;95.64;;;;;;;
7-Dec-67;95.53;;;;;;;
8-Dec-67;95.42;;;;;;;
11-Dec-67;95.12;;;;;;;
12-Dec-67;95.01;;;;;;;
13-Dec-67;95.34;;;;;;;
14-Dec-67;95.47;;;;;;;
15-Dec-67;95.03;;;;;;;
18-Dec-67;94.77;;;;;;;
19-Dec-67;94.63;;;;;;;
20-Dec-67;95.15;;;;;;;
21-Dec-67;95.38;;;;;;;
22-Dec-67;95.2;;;;;;;
26-Dec-67;95.26;;;;;;;
27-Dec-67;95.91;;;;;;;
28-Dec-67;95.89;;;;;;;
29-Dec-67;96.47;;;;;;;
2-Jan-68;96.11;;;;;;;
3-Jan-68;95.67;;;;;;;
4-Jan-68;95.36;;;;;;;
5-Jan-68;95.94;;;;;;;
8-Jan-68;96.62;;;;;;;
9-Jan-68;96.5;;;;;;;
10-Jan-68;96.52;;;;;;;
11-Jan-68;96.62;;;;;;;
12-Jan-68;96.72;;;;;;;
15-Jan-68;96.42;;;;;;;
16-Jan-68;95.82;;;;;;;
17-Jan-68;95.64;;;;;;;
18-Jan-68;95.56;;;;;;;
19-Jan-68;95.24;;;;;;;
22-Jan-68;94.03;;;;;;;
23-Jan-68;93.66;;;;;;;
24-Jan-68;93.17;;;;;;;
25-Jan-68;93.3;;;;;;;
26-Jan-68;93.45;;;;;;;
29-Jan-68;93.35;;;;;;;
30-Jan-68;92.89;;;;;;;
31-Jan-68;92.24;;;;;;;
1-Feb-68;92.56;;;;;;;
2-Feb-68;92.27;;;;;;;
5-Feb-68;91.87;;;;;;;
6-Feb-68;91.9;;;;;;;
7-Feb-68;92.06;;;;;;;
8-Feb-68;90.9;;;;;;;
9-Feb-68;89.86;;;;;;;
13-Feb-68;89.07;;;;;;;
14-Feb-68;90.14;;;;;;;
15-Feb-68;90.3;;;;;;;
16-Feb-68;89.96;;;;;;;
19-Feb-68;90.31;;;;;;;
20-Feb-68;91.24;;;;;;;
21-Feb-68;91.24;;;;;;;
23-Feb-68;90.89;;;;;;;
26-Feb-68;90.18;;;;;;;
27-Feb-68;90.53;;;;;;;
28-Feb-68;90.08;;;;;;;
29-Feb-68;89.36;;;;;;;
1-Mar-68;89.11;;;;;;;
4-Mar-68;87.92;;;;;;;
5-Mar-68;87.72;;;;;;;
6-Mar-68;89.26;;;;;;;
7-Mar-68;89.1;;;;;;;
8-Mar-68;89.03;;;;;;;
11-Mar-68;90.13;;;;;;;
12-Mar-68;90.23;;;;;;;
13-Mar-68;90.03;;;;;;;
14-Mar-68;88.32;;;;;;;
15-Mar-68;89.1;;;;;;;
18-Mar-68;89.59;;;;;;;
19-Mar-68;88.99;;;;;;;
20-Mar-68;88.98;;;;;;;
21-Mar-68;88.33;;;;;;;
22-Mar-68;88.42;;;;;;;
25-Mar-68;88.33;;;;;;;
26-Mar-68;88.93;;;;;;;
27-Mar-68;89.66;;;;;;;
28-Mar-68;89.57;;;;;;;
29-Mar-68;90.2;;;;;;;
1-Apr-68;92.48;;;;;;;
2-Apr-68;92.64;;;;;;;
3-Apr-68;93.47;;;;;;;
4-Apr-68;93.84;;;;;;;
5-Apr-68;93.29;;;;;;;
8-Apr-68;94.95;;;;;;;
10-Apr-68;95.67;;;;;;;
11-Apr-68;96.53;;;;;;;
15-Apr-68;96.59;;;;;;;
16-Apr-68;96.62;;;;;;;
17-Apr-68;96.81;;;;;;;
18-Apr-68;97.08;;;;;;;
19-Apr-68;95.85;;;;;;;
22-Apr-68;95.32;;;;;;;
23-Apr-68;96.62;;;;;;;
24-Apr-68;96.92;;;;;;;
25-Apr-68;96.62;;;;;;;
26-Apr-68;97.21;;;;;;;
29-Apr-68;97.97;;;;;;;
30-Apr-68;97.46;;;;;;;
1-May-68;97.97;;;;;;;
2-May-68;98.59;;;;;;;
3-May-68;98.66;;;;;;;
6-May-68;98.35;;;;;;;
7-May-68;98.9;;;;;;;
8-May-68;98.91;;;;;;;
9-May-68;98.39;;;;;;;
10-May-68;98.5;;;;;;;
13-May-68;98.19;;;;;;;
14-May-68;98.12;;;;;;;
15-May-68;98.07;;;;;;;
16-May-68;97.6;;;;;;;
17-May-68;96.9;;;;;;;
20-May-68;96.45;;;;;;;
21-May-68;96.93;;;;;;;
22-May-68;97.18;;;;;;;
23-May-68;96.97;;;;;;;
24-May-68;97.15;;;;;;;
27-May-68;96.99;;;;;;;
28-May-68;97.62;;;;;;;
29-May-68;97.92;;;;;;;
31-May-68;98.68;;;;;;;
3-Jun-68;99.99;;;;;;;
4-Jun-68;100.38;;;;;;;
5-Jun-68;99.89;;;;;;;
6-Jun-68;100.65;;;;;;;
7-Jun-68;101.27;;;;;;;
10-Jun-68;101.41;;;;;;;
11-Jun-68;101.66;;;;;;;
13-Jun-68;101.25;;;;;;;
14-Jun-68;101.13;;;;;;;
17-Jun-68;100.13;;;;;;;
18-Jun-68;99.99;;;;;;;
20-Jun-68;101.51;;;;;;;
21-Jun-68;100.66;;;;;;;
24-Jun-68;100.39;;;;;;;
25-Jun-68;100.08;;;;;;;
27-Jun-68;99.98;;;;;;;
28-Jun-68;99.58;;;;;;;
1-Jul-68;99.4;;;;;;;
2-Jul-68;99.74;;;;;;;
3-Jul-68;100.91;;;;;;;
8-Jul-68;101.94;;;;;;;
9-Jul-68;102.23;;;;;;;
11-Jul-68;102.39;;;;;;;
12-Jul-68;102.34;;;;;;;
15-Jul-68;102.26;;;;;;;
16-Jul-68;101.7;;;;;;;
18-Jul-68;101.44;;;;;;;
19-Jul-68;100.46;;;;;;;
22-Jul-68;99.33;;;;;;;
23-Jul-68;99.21;;;;;;;
25-Jul-68;97.94;;;;;;;
26-Jul-68;98.34;;;;;;;
29-Jul-68;97.65;;;;;;;
30-Jul-68;97.74;;;;;;;
1-Aug-68;97.28;;;;;;;
2-Aug-68;96.63;;;;;;;
5-Aug-68;96.85;;;;;;;
6-Aug-68;97.25;;;;;;;
8-Aug-68;97.04;;;;;;;
9-Aug-68;97.01;;;;;;;
12-Aug-68;98.01;;;;;;;
13-Aug-68;98.53;;;;;;;
15-Aug-68;98.07;;;;;;;
16-Aug-68;98.68;;;;;;;
19-Aug-68;99.0;;;;;;;
20-Aug-68;98.96;;;;;;;
22-Aug-68;98.7;;;;;;;
23-Aug-68;98.69;;;;;;;
26-Aug-68;98.94;;;;;;;
27-Aug-68;98.81;;;;;;;
29-Aug-68;98.74;;;;;;;
30-Aug-68;98.86;;;;;;;
3-Sep-68;99.32;;;;;;;
4-Sep-68;100.02;;;;;;;
5-Sep-68;100.74;;;;;;;
6-Sep-68;101.2;;;;;;;
9-Sep-68;101.23;;;;;;;
10-Sep-68;100.73;;;;;;;
12-Sep-68;100.52;;;;;;;
13-Sep-68;100.86;;;;;;;
16-Sep-68;101.24;;;;;;;
17-Sep-68;101.5;;;;;;;
19-Sep-68;101.59;;;;;;;
20-Sep-68;101.66;;;;;;;
23-Sep-68;102.24;;;;;;;
24-Sep-68;102.59;;;;;;;
26-Sep-68;102.36;;;;;;;
27-Sep-68;102.31;;;;;;;
30-Sep-68;102.67;;;;;;;
1-Oct-68;102.86;;;;;;;
3-Oct-68;103.22;;;;;;;
4-Oct-68;103.71;;;;;;;
7-Oct-68;103.7;;;;;;;
8-Oct-68;103.74;;;;;;;
10-Oct-68;103.29;;;;;;;
11-Oct-68;103.18;;;;;;;
14-Oct-68;103.32;;;;;;;
15-Oct-68;103.53;;;;;;;
17-Oct-68;104.01;;;;;;;
18-Oct-68;104.82;;;;;;;
21-Oct-68;104.99;;;;;;;
22-Oct-68;104.57;;;;;;;
24-Oct-68;103.84;;;;;;;
25-Oct-68;104.2;;;;;;;
28-Oct-68;103.9;;;;;;;
29-Oct-68;103.3;;;;;;;
31-Oct-68;103.41;;;;;;;
1-Nov-68;103.06;;;;;;;
4-Nov-68;103.1;;;;;;;
6-Nov-68;103.27;;;;;;;
7-Nov-68;103.5;;;;;;;
8-Nov-68;103.95;;;;;;;
12-Nov-68;104.62;;;;;;;
13-Nov-68;105.13;;;;;;;
14-Nov-68;105.2;;;;;;;
15-Nov-68;105.78;;;;;;;
18-Nov-68;105.92;;;;;;;
19-Nov-68;106.14;;;;;;;
21-Nov-68;105.97;;;;;;;
22-Nov-68;106.3;;;;;;;
25-Nov-68;106.48;;;;;;;
26-Nov-68;107.26;;;;;;;
27-Nov-68;107.76;;;;;;;
29-Nov-68;108.37;;;;;;;
2-Dec-68;108.12;;;;;;;
3-Dec-68;108.02;;;;;;;
5-Dec-68;107.67;;;;;;;
6-Dec-68;107.93;;;;;;;
9-Dec-68;107.66;;;;;;;
10-Dec-68;107.39;;;;;;;
12-Dec-68;107.32;;;;;;;
13-Dec-68;107.58;;;;;;;
16-Dec-68;107.1;;;;;;;
17-Dec-68;106.66;;;;;;;
19-Dec-68;106.97;;;;;;;
20-Dec-68;106.34;;;;;;;
23-Dec-68;105.21;;;;;;;
24-Dec-68;105.04;;;;;;;
26-Dec-68;105.15;;;;;;;
27-Dec-68;104.74;;;;;;;
30-Dec-68;103.8;;;;;;;
31-Dec-68;103.86;;;;;;;
2-Jan-69;103.93;;;;;;;
3-Jan-69;103.99;;;;;;;
6-Jan-69;102.47;;;;;;;
7-Jan-69;101.22;;;;;;;
8-Jan-69;100.8;;;;;;;
9-Jan-69;101.22;;;;;;;
10-Jan-69;100.93;;;;;;;
13-Jan-69;100.44;;;;;;;
14-Jan-69;101.13;;;;;;;
15-Jan-69;101.62;;;;;;;
16-Jan-69;102.18;;;;;;;
17-Jan-69;102.03;;;;;;;
20-Jan-69;101.69;;;;;;;
21-Jan-69;101.63;;;;;;;
22-Jan-69;101.98;;;;;;;
23-Jan-69;102.43;;;;;;;
24-Jan-69;102.38;;;;;;;
27-Jan-69;102.4;;;;;;;
28-Jan-69;102.41;;;;;;;
29-Jan-69;102.51;;;;;;;
30-Jan-69;102.55;;;;;;;
31-Jan-69;103.01;;;;;;;
