Date;S&Pprice;;;;;;;
15-Dec-75;88.09;;;;;;;
16-Dec-75;88.93;;;;;;;
17-Dec-75;89.15;;;;;;;
18-Dec-75;89.43;;;;;;;
19-Dec-75;88.8;;;;;;;
22-Dec-75;88.14;;;;;;;
23-Dec-75;88.73;;;;;;;
24-Dec-75;89.46;;;;;;;
26-Dec-75;90.25;;;;;;;
29-Dec-75;90.13;;;;;;;
30-Dec-75;89.77;;;;;;;
31-Dec-75;90.19;;;;;;;
2-Jan-76;90.9;;;;;;;
5-Jan-76;92.58;;;;;;;
6-Jan-76;93.53;;;;;;;
7-Jan-76;93.95;;;;;;;
8-Jan-76;94.58;;;;;;;
9-Jan-76;94.95;;;;;;;
12-Jan-76;96.33;;;;;;;
13-Jan-76;95.57;;;;;;;
14-Jan-76;97.13;;;;;;;
15-Jan-76;96.61;;;;;;;
16-Jan-76;97.0;;;;;;;
19-Jan-76;98.32;;;;;;;
20-Jan-76;98.86;;;;;;;
21-Jan-76;98.24;;;;;;;
22-Jan-76;98.04;;;;;;;
23-Jan-76;99.21;;;;;;;
26-Jan-76;99.68;;;;;;;
27-Jan-76;99.07;;;;;;;
28-Jan-76;98.53;;;;;;;
29-Jan-76;100.11;;;;;;;
30-Jan-76;100.86;;;;;;;
2-Feb-76;100.87;;;;;;;
3-Feb-76;101.18;;;;;;;
4-Feb-76;101.91;;;;;;;
5-Feb-76;100.39;;;;;;;
6-Feb-76;99.46;;;;;;;
9-Feb-76;99.62;;;;;;;
10-Feb-76;100.47;;;;;;;
11-Feb-76;100.77;;;;;;;
12-Feb-76;100.25;;;;;;;
13-Feb-76;99.67;;;;;;;
17-Feb-76;99.05;;;;;;;
18-Feb-76;99.85;;;;;;;
19-Feb-76;101.41;;;;;;;
20-Feb-76;102.1;;;;;;;
23-Feb-76;101.61;;;;;;;
24-Feb-76;102.03;;;;;;;
25-Feb-76;101.69;;;;;;;
26-Feb-76;100.11;;;;;;;
27-Feb-76;99.71;;;;;;;
1-Mar-76;100.02;;;;;;;
2-Mar-76;100.58;;;;;;;
3-Mar-76;99.98;;;;;;;
4-Mar-76;98.92;;;;;;;
5-Mar-76;99.11;;;;;;;
8-Mar-76;100.19;;;;;;;
9-Mar-76;100.58;;;;;;;
10-Mar-76;100.94;;;;;;;
11-Mar-76;101.89;;;;;;;
12-Mar-76;100.86;;;;;;;
15-Mar-76;99.8;;;;;;;
16-Mar-76;100.92;;;;;;;
17-Mar-76;100.86;;;;;;;
18-Mar-76;100.45;;;;;;;
19-Mar-76;100.58;;;;;;;
22-Mar-76;100.71;;;;;;;
23-Mar-76;102.24;;;;;;;
24-Mar-76;103.42;;;;;;;
25-Mar-76;102.85;;;;;;;
26-Mar-76;102.85;;;;;;;
29-Mar-76;102.41;;;;;;;
30-Mar-76;102.01;;;;;;;
31-Mar-76;102.77;;;;;;;
1-Apr-76;102.24;;;;;;;
2-Apr-76;102.25;;;;;;;
5-Apr-76;103.51;;;;;;;
6-Apr-76;103.36;;;;;;;
7-Apr-76;102.21;;;;;;;
8-Apr-76;101.28;;;;;;;
9-Apr-76;100.35;;;;;;;
12-Apr-76;100.2;;;;;;;
13-Apr-76;101.05;;;;;;;
14-Apr-76;100.31;;;;;;;
15-Apr-76;100.67;;;;;;;
19-Apr-76;101.44;;;;;;;
20-Apr-76;102.87;;;;;;;
21-Apr-76;103.32;;;;;;;
22-Apr-76;102.98;;;;;;;
23-Apr-76;102.29;;;;;;;
26-Apr-76;102.43;;;;;;;
27-Apr-76;101.86;;;;;;;
28-Apr-76;102.13;;;;;;;
29-Apr-76;102.13;;;;;;;
30-Apr-76;101.64;;;;;;;
3-May-76;100.92;;;;;;;
4-May-76;101.46;;;;;;;
5-May-76;100.88;;;;;;;
6-May-76;101.16;;;;;;;
7-May-76;101.88;;;;;;;
10-May-76;103.1;;;;;;;
11-May-76;102.95;;;;;;;
12-May-76;102.77;;;;;;;
13-May-76;102.16;;;;;;;
14-May-76;101.34;;;;;;;
17-May-76;101.09;;;;;;;
18-May-76;101.26;;;;;;;
19-May-76;101.18;;;;;;;
20-May-76;102.0;;;;;;;
21-May-76;101.26;;;;;;;
24-May-76;99.44;;;;;;;
25-May-76;99.49;;;;;;;
26-May-76;99.34;;;;;;;
27-May-76;99.38;;;;;;;
28-May-76;100.18;;;;;;;
1-Jun-76;99.85;;;;;;;
2-Jun-76;100.22;;;;;;;
3-Jun-76;100.13;;;;;;;
4-Jun-76;99.15;;;;;;;
7-Jun-76;98.63;;;;;;;
8-Jun-76;98.8;;;;;;;
9-Jun-76;98.74;;;;;;;
10-Jun-76;99.56;;;;;;;
11-Jun-76;100.92;;;;;;;
14-Jun-76;101.95;;;;;;;
15-Jun-76;101.46;;;;;;;
16-Jun-76;102.01;;;;;;;
17-Jun-76;103.61;;;;;;;
18-Jun-76;103.76;;;;;;;
21-Jun-76;104.28;;;;;;;
22-Jun-76;103.47;;;;;;;
23-Jun-76;103.25;;;;;;;
24-Jun-76;103.79;;;;;;;
25-Jun-76;103.72;;;;;;;
28-Jun-76;103.43;;;;;;;
29-Jun-76;103.86;;;;;;;
30-Jun-76;104.28;;;;;;;
1-Jul-76;103.59;;;;;;;
2-Jul-76;104.11;;;;;;;
6-Jul-76;103.54;;;;;;;
7-Jul-76;103.83;;;;;;;
8-Jul-76;103.98;;;;;;;
9-Jul-76;104.98;;;;;;;
12-Jul-76;105.9;;;;;;;
13-Jul-76;105.67;;;;;;;
14-Jul-76;105.95;;;;;;;
15-Jul-76;105.2;;;;;;;
16-Jul-76;104.68;;;;;;;
19-Jul-76;104.29;;;;;;;
20-Jul-76;103.72;;;;;;;
21-Jul-76;103.82;;;;;;;
22-Jul-76;103.93;;;;;;;
23-Jul-76;104.06;;;;;;;
26-Jul-76;104.07;;;;;;;
27-Jul-76;103.48;;;;;;;
28-Jul-76;103.05;;;;;;;
29-Jul-76;102.93;;;;;;;
30-Jul-76;103.44;;;;;;;
2-Aug-76;103.19;;;;;;;
3-Aug-76;104.14;;;;;;;
4-Aug-76;104.43;;;;;;;
5-Aug-76;103.85;;;;;;;
6-Aug-76;103.79;;;;;;;
9-Aug-76;103.49;;;;;;;
10-Aug-76;104.41;;;;;;;
11-Aug-76;104.06;;;;;;;
12-Aug-76;104.22;;;;;;;
13-Aug-76;104.25;;;;;;;
16-Aug-76;104.43;;;;;;;
17-Aug-76;104.8;;;;;;;
18-Aug-76;104.56;;;;;;;
19-Aug-76;103.39;;;;;;;
20-Aug-76;102.37;;;;;;;
23-Aug-76;101.96;;;;;;;
24-Aug-76;101.27;;;;;;;
25-Aug-76;102.03;;;;;;;
26-Aug-76;101.32;;;;;;;
27-Aug-76;101.48;;;;;;;
30-Aug-76;102.07;;;;;;;
31-Aug-76;102.91;;;;;;;
1-Sep-76;104.06;;;;;;;
2-Sep-76;103.92;;;;;;;
3-Sep-76;104.3;;;;;;;
7-Sep-76;105.03;;;;;;;
8-Sep-76;104.94;;;;;;;
9-Sep-76;104.4;;;;;;;
10-Sep-76;104.65;;;;;;;
13-Sep-76;104.29;;;;;;;
14-Sep-76;103.94;;;;;;;
15-Sep-76;104.25;;;;;;;
16-Sep-76;105.34;;;;;;;
17-Sep-76;106.27;;;;;;;
20-Sep-76;106.32;;;;;;;
21-Sep-76;107.83;;;;;;;
22-Sep-76;107.46;;;;;;;
23-Sep-76;106.92;;;;;;;
24-Sep-76;106.8;;;;;;;
27-Sep-76;107.27;;;;;;;
28-Sep-76;105.92;;;;;;;
29-Sep-76;105.37;;;;;;;
30-Sep-76;105.24;;;;;;;
1-Oct-76;104.17;;;;;;;
4-Oct-76;104.03;;;;;;;
5-Oct-76;103.23;;;;;;;
6-Oct-76;102.97;;;;;;;
7-Oct-76;103.54;;;;;;;
8-Oct-76;102.56;;;;;;;
11-Oct-76;101.64;;;;;;;
12-Oct-76;100.81;;;;;;;
13-Oct-76;102.12;;;;;;;
14-Oct-76;100.85;;;;;;;
15-Oct-76;100.88;;;;;;;
18-Oct-76;101.47;;;;;;;
19-Oct-76;101.45;;;;;;;
20-Oct-76;101.74;;;;;;;
21-Oct-76;100.77;;;;;;;
22-Oct-76;99.96;;;;;;;
25-Oct-76;100.07;;;;;;;
26-Oct-76;101.06;;;;;;;
27-Oct-76;101.76;;;;;;;
28-Oct-76;101.61;;;;;;;
29-Oct-76;102.9;;;;;;;
1-Nov-76;103.1;;;;;;;
3-Nov-76;101.92;;;;;;;
4-Nov-76;102.41;;;;;;;
5-Nov-76;100.82;;;;;;;
8-Nov-76;99.6;;;;;;;
9-Nov-76;99.32;;;;;;;
10-Nov-76;98.81;;;;;;;
11-Nov-76;99.64;;;;;;;
12-Nov-76;99.24;;;;;;;
15-Nov-76;99.9;;;;;;;
16-Nov-76;100.04;;;;;;;
17-Nov-76;100.61;;;;;;;
18-Nov-76;101.89;;;;;;;
19-Nov-76;101.92;;;;;;;
22-Nov-76;102.59;;;;;;;
23-Nov-76;101.96;;;;;;;
24-Nov-76;102.41;;;;;;;
26-Nov-76;103.15;;;;;;;
29-Nov-76;102.44;;;;;;;
30-Nov-76;102.1;;;;;;;
1-Dec-76;102.49;;;;;;;
2-Dec-76;102.12;;;;;;;
3-Dec-76;102.76;;;;;;;
6-Dec-76;103.56;;;;;;;
7-Dec-76;103.49;;;;;;;
8-Dec-76;104.08;;;;;;;
9-Dec-76;104.51;;;;;;;
10-Dec-76;104.7;;;;;;;
13-Dec-76;104.63;;;;;;;
14-Dec-76;105.07;;;;;;;
15-Dec-76;105.14;;;;;;;
16-Dec-76;104.8;;;;;;;
17-Dec-76;104.26;;;;;;;
20-Dec-76;103.65;;;;;;;
21-Dec-76;104.22;;;;;;;
22-Dec-76;104.71;;;;;;;
23-Dec-76;104.84;;;;;;;
27-Dec-76;106.06;;;;;;;
28-Dec-76;106.77;;;;;;;
29-Dec-76;106.34;;;;;;;
30-Dec-76;106.88;;;;;;;
31-Dec-76;107.46;;;;;;;
3-Jan-77;107.0;;;;;;;
4-Jan-77;105.7;;;;;;;
5-Jan-77;104.76;;;;;;;
6-Jan-77;105.02;;;;;;;
7-Jan-77;105.01;;;;;;;
10-Jan-77;105.2;;;;;;;
11-Jan-77;104.12;;;;;;;
12-Jan-77;103.4;;;;;;;
13-Jan-77;104.2;;;;;;;
14-Jan-77;104.01;;;;;;;
17-Jan-77;103.73;;;;;;;
18-Jan-77;103.32;;;;;;;
19-Jan-77;103.85;;;;;;;
20-Jan-77;102.97;;;;;;;
21-Jan-77;103.32;;;;;;;
24-Jan-77;103.25;;;;;;;
25-Jan-77;103.13;;;;;;;
26-Jan-77;102.34;;;;;;;
27-Jan-77;101.79;;;;;;;
28-Jan-77;101.93;;;;;;;
31-Jan-77;102.03;;;;;;;
1-Feb-77;102.54;;;;;;;
2-Feb-77;102.36;;;;;;;
3-Feb-77;101.85;;;;;;;
4-Feb-77;101.88;;;;;;;
7-Feb-77;101.89;;;;;;;
8-Feb-77;101.6;;;;;;;
9-Feb-77;100.73;;;;;;;
10-Feb-77;100.82;;;;;;;
11-Feb-77;100.22;;;;;;;
14-Feb-77;100.74;;;;;;;
15-Feb-77;101.04;;;;;;;
16-Feb-77;101.5;;;;;;;
17-Feb-77;100.92;;;;;;;
18-Feb-77;100.49;;;;;;;
22-Feb-77;100.49;;;;;;;
23-Feb-77;100.19;;;;;;;
24-Feb-77;99.6;;;;;;;
25-Feb-77;99.48;;;;;;;
28-Feb-77;99.82;;;;;;;
1-Mar-77;100.66;;;;;;;
2-Mar-77;100.39;;;;;;;
3-Mar-77;100.88;;;;;;;
4-Mar-77;101.2;;;;;;;
7-Mar-77;101.25;;;;;;;
8-Mar-77;100.87;;;;;;;
9-Mar-77;100.1;;;;;;;
10-Mar-77;100.67;;;;;;;
11-Mar-77;100.65;;;;;;;
14-Mar-77;101.42;;;;;;;
15-Mar-77;101.98;;;;;;;
16-Mar-77;102.17;;;;;;;
17-Mar-77;102.08;;;;;;;
18-Mar-77;101.86;;;;;;;
21-Mar-77;101.31;;;;;;;
22-Mar-77;101.0;;;;;;;
23-Mar-77;100.2;;;;;;;
24-Mar-77;99.7;;;;;;;
25-Mar-77;99.06;;;;;;;
28-Mar-77;99.0;;;;;;;
29-Mar-77;99.69;;;;;;;
30-Mar-77;98.54;;;;;;;
31-Mar-77;98.42;;;;;;;
1-Apr-77;99.21;;;;;;;
4-Apr-77;98.23;;;;;;;
5-Apr-77;98.01;;;;;;;
6-Apr-77;97.91;;;;;;;
7-Apr-77;98.35;;;;;;;
11-Apr-77;98.88;;;;;;;
12-Apr-77;100.15;;;;;;;
13-Apr-77;100.16;;;;;;;
14-Apr-77;101.0;;;;;;;
15-Apr-77;101.04;;;;;;;
18-Apr-77;100.54;;;;;;;
19-Apr-77;100.07;;;;;;;
20-Apr-77;100.4;;;;;;;
21-Apr-77;99.75;;;;;;;
22-Apr-77;98.44;;;;;;;
25-Apr-77;97.15;;;;;;;
26-Apr-77;97.11;;;;;;;
27-Apr-77;97.96;;;;;;;
28-Apr-77;98.2;;;;;;;
29-Apr-77;98.44;;;;;;;
2-May-77;98.93;;;;;;;
3-May-77;99.43;;;;;;;
4-May-77;99.96;;;;;;;
5-May-77;100.11;;;;;;;
6-May-77;99.49;;;;;;;
9-May-77;99.18;;;;;;;
10-May-77;99.47;;;;;;;
11-May-77;98.78;;;;;;;
12-May-77;98.73;;;;;;;
13-May-77;99.03;;;;;;;
16-May-77;99.47;;;;;;;
17-May-77;99.77;;;;;;;
18-May-77;100.3;;;;;;;
19-May-77;99.88;;;;;;;
20-May-77;99.45;;;;;;;
23-May-77;98.15;;;;;;;
24-May-77;97.67;;;;;;;
25-May-77;96.77;;;;;;;
26-May-77;97.01;;;;;;;
27-May-77;96.27;;;;;;;
31-May-77;96.12;;;;;;;
1-Jun-77;96.93;;;;;;;
2-Jun-77;96.74;;;;;;;
3-Jun-77;97.69;;;;;;;
6-Jun-77;97.23;;;;;;;
7-Jun-77;97.73;;;;;;;
8-Jun-77;98.2;;;;;;;
9-Jun-77;98.14;;;;;;;
10-Jun-77;98.46;;;;;;;
13-Jun-77;98.74;;;;;;;
14-Jun-77;99.86;;;;;;;
15-Jun-77;99.61;;;;;;;
16-Jun-77;99.85;;;;;;;
17-Jun-77;99.97;;;;;;;
20-Jun-77;100.42;;;;;;;
21-Jun-77;100.74;;;;;;;
22-Jun-77;100.46;;;;;;;
23-Jun-77;100.62;;;;;;;
24-Jun-77;101.19;;;;;;;
27-Jun-77;100.98;;;;;;;
28-Jun-77;100.14;;;;;;;
29-Jun-77;100.11;;;;;;;
30-Jun-77;100.48;;;;;;;
1-Jul-77;100.1;;;;;;;
5-Jul-77;100.09;;;;;;;
6-Jul-77;99.58;;;;;;;
7-Jul-77;99.93;;;;;;;
8-Jul-77;99.79;;;;;;;
11-Jul-77;99.55;;;;;;;
12-Jul-77;99.45;;;;;;;
13-Jul-77;99.59;;;;;;;
15-Jul-77;100.18;;;;;;;
18-Jul-77;100.95;;;;;;;
19-Jul-77;101.79;;;;;;;
20-Jul-77;101.73;;;;;;;
21-Jul-77;101.59;;;;;;;
22-Jul-77;101.67;;;;;;;
25-Jul-77;100.85;;;;;;;
26-Jul-77;100.27;;;;;;;
27-Jul-77;98.64;;;;;;;
28-Jul-77;98.79;;;;;;;
29-Jul-77;98.85;;;;;;;
1-Aug-77;99.12;;;;;;;
2-Aug-77;98.5;;;;;;;
3-Aug-77;98.37;;;;;;;
4-Aug-77;98.74;;;;;;;
5-Aug-77;98.76;;;;;;;
8-Aug-77;97.99;;;;;;;
9-Aug-77;98.05;;;;;;;
10-Aug-77;98.92;;;;;;;
11-Aug-77;98.16;;;;;;;
12-Aug-77;97.88;;;;;;;
15-Aug-77;98.18;;;;;;;
16-Aug-77;97.73;;;;;;;
17-Aug-77;97.74;;;;;;;
18-Aug-77;97.68;;;;;;;
19-Aug-77;97.51;;;;;;;
22-Aug-77;97.79;;;;;;;
23-Aug-77;97.62;;;;;;;
24-Aug-77;97.23;;;;;;;
25-Aug-77;96.15;;;;;;;
26-Aug-77;96.06;;;;;;;
29-Aug-77;96.92;;;;;;;
30-Aug-77;96.38;;;;;;;
31-Aug-77;96.77;;;;;;;
1-Sep-77;96.83;;;;;;;
2-Sep-77;97.45;;;;;;;
6-Sep-77;97.71;;;;;;;
7-Sep-77;98.01;;;;;;;
8-Sep-77;97.28;;;;;;;
9-Sep-77;96.37;;;;;;;
12-Sep-77;96.03;;;;;;;
13-Sep-77;96.09;;;;;;;
14-Sep-77;96.55;;;;;;;
15-Sep-77;96.8;;;;;;;
16-Sep-77;96.48;;;;;;;
19-Sep-77;95.85;;;;;;;
20-Sep-77;95.89;;;;;;;
21-Sep-77;95.1;;;;;;;
22-Sep-77;95.09;;;;;;;
23-Sep-77;95.04;;;;;;;
26-Sep-77;95.38;;;;;;;
27-Sep-77;95.24;;;;;;;
28-Sep-77;95.31;;;;;;;
29-Sep-77;95.85;;;;;;;
30-Sep-77;96.53;;;;;;;
3-Oct-77;96.74;;;;;;;
4-Oct-77;96.03;;;;;;;
5-Oct-77;95.68;;;;;;;
6-Oct-77;96.05;;;;;;;
7-Oct-77;95.97;;;;;;;
10-Oct-77;95.75;;;;;;;
11-Oct-77;94.93;;;;;;;
12-Oct-77;94.04;;;;;;;
13-Oct-77;93.46;;;;;;;
14-Oct-77;93.56;;;;;;;
17-Oct-77;93.47;;;;;;;
18-Oct-77;93.46;;;;;;;
19-Oct-77;92.38;;;;;;;
20-Oct-77;92.67;;;;;;;
21-Oct-77;92.32;;;;;;;
24-Oct-77;91.63;;;;;;;
25-Oct-77;91.0;;;;;;;
26-Oct-77;92.1;;;;;;;
27-Oct-77;92.34;;;;;;;
28-Oct-77;92.61;;;;;;;
31-Oct-77;92.34;;;;;;;
1-Nov-77;91.35;;;;;;;
2-Nov-77;90.71;;;;;;;
3-Nov-77;90.76;;;;;;;
4-Nov-77;91.58;;;;;;;
7-Nov-77;92.29;;;;;;;
8-Nov-77;92.46;;;;;;;
9-Nov-77;92.98;;;;;;;
10-Nov-77;94.71;;;;;;;
11-Nov-77;95.98;;;;;;;
14-Nov-77;95.32;;;;;;;
15-Nov-77;95.93;;;;;;;
16-Nov-77;95.45;;;;;;;
17-Nov-77;95.16;;;;;;;
18-Nov-77;95.33;;;;;;;
21-Nov-77;95.25;;;;;;;
22-Nov-77;96.09;;;;;;;
23-Nov-77;96.49;;;;;;;
25-Nov-77;96.69;;;;;;;
28-Nov-77;96.04;;;;;;;
29-Nov-77;94.55;;;;;;;
30-Nov-77;94.83;;;;;;;
1-Dec-77;94.69;;;;;;;
2-Dec-77;94.67;;;;;;;
5-Dec-77;94.27;;;;;;;
6-Dec-77;92.83;;;;;;;
7-Dec-77;92.78;;;;;;;
8-Dec-77;92.96;;;;;;;
9-Dec-77;93.65;;;;;;;
12-Dec-77;93.63;;;;;;;
13-Dec-77;93.56;;;;;;;
14-Dec-77;94.03;;;;;;;
15-Dec-77;93.55;;;;;;;
16-Dec-77;93.4;;;;;;;
19-Dec-77;92.69;;;;;;;
20-Dec-77;92.5;;;;;;;
21-Dec-77;93.05;;;;;;;
22-Dec-77;93.8;;;;;;;
23-Dec-77;94.69;;;;;;;
27-Dec-77;94.69;;;;;;;
28-Dec-77;94.75;;;;;;;
29-Dec-77;94.94;;;;;;;
30-Dec-77;95.1;;;;;;;
3-Jan-78;93.82;;;;;;;
4-Jan-78;93.52;;;;;;;
5-Jan-78;92.74;;;;;;;
6-Jan-78;91.62;;;;;;;
9-Jan-78;90.64;;;;;;;
10-Jan-78;90.17;;;;;;;
11-Jan-78;89.74;;;;;;;
12-Jan-78;89.82;;;;;;;
13-Jan-78;89.69;;;;;;;
16-Jan-78;89.43;;;;;;;
17-Jan-78;89.88;;;;;;;
18-Jan-78;90.56;;;;;;;
19-Jan-78;90.09;;;;;;;
20-Jan-78;89.89;;;;;;;
23-Jan-78;89.24;;;;;;;
24-Jan-78;89.25;;;;;;;
25-Jan-78;89.39;;;;;;;
26-Jan-78;88.58;;;;;;;
27-Jan-78;88.58;;;;;;;
30-Jan-78;89.34;;;;;;;
31-Jan-78;89.25;;;;;;;
1-Feb-78;89.93;;;;;;;
2-Feb-78;90.13;;;;;;;
3-Feb-78;89.62;;;;;;;
6-Feb-78;89.5;;;;;;;
7-Feb-78;90.33;;;;;;;
8-Feb-78;90.83;;;;;;;
9-Feb-78;90.3;;;;;;;
10-Feb-78;90.08;;;;;;;
13-Feb-78;89.86;;;;;;;
14-Feb-78;89.04;;;;;;;
15-Feb-78;88.83;;;;;;;
16-Feb-78;88.08;;;;;;;
17-Feb-78;87.96;;;;;;;
21-Feb-78;87.59;;;;;;;
22-Feb-78;87.56;;;;;;;
23-Feb-78;87.64;;;;;;;
24-Feb-78;88.49;;;;;;;
27-Feb-78;87.72;;;;;;;
28-Feb-78;87.04;;;;;;;
1-Mar-78;87.19;;;;;;;
2-Mar-78;87.32;;;;;;;
3-Mar-78;87.45;;;;;;;
6-Mar-78;86.9;;;;;;;
7-Mar-78;87.36;;;;;;;
8-Mar-78;87.84;;;;;;;
9-Mar-78;87.89;;;;;;;
10-Mar-78;88.88;;;;;;;
13-Mar-78;88.95;;;;;;;
14-Mar-78;89.35;;;;;;;
15-Mar-78;89.12;;;;;;;
16-Mar-78;89.51;;;;;;;
17-Mar-78;90.2;;;;;;;
20-Mar-78;90.82;;;;;;;
21-Mar-78;89.79;;;;;;;
22-Mar-78;89.47;;;;;;;
23-Mar-78;89.36;;;;;;;
27-Mar-78;88.87;;;;;;;
28-Mar-78;89.5;;;;;;;
29-Mar-78;89.64;;;;;;;
30-Mar-78;89.41;;;;;;;
31-Mar-78;89.21;;;;;;;
3-Apr-78;88.46;;;;;;;
4-Apr-78;88.86;;;;;;;
5-Apr-78;89.64;;;;;;;
6-Apr-78;89.79;;;;;;;
7-Apr-78;90.17;;;;;;;
10-Apr-78;90.49;;;;;;;
11-Apr-78;90.25;;;;;;;
12-Apr-78;90.11;;;;;;;
13-Apr-78;90.98;;;;;;;
14-Apr-78;92.92;;;;;;;
17-Apr-78;94.45;;;;;;;
18-Apr-78;93.43;;;;;;;
19-Apr-78;93.86;;;;;;;
20-Apr-78;94.54;;;;;;;
21-Apr-78;94.34;;;;;;;
24-Apr-78;95.77;;;;;;;
25-Apr-78;96.64;;;;;;;
26-Apr-78;96.82;;;;;;;
27-Apr-78;95.86;;;;;;;
28-Apr-78;96.83;;;;;;;
1-May-78;97.67;;;;;;;
2-May-78;97.25;;;;;;;
3-May-78;96.26;;;;;;;
4-May-78;95.93;;;;;;;
5-May-78;96.53;;;;;;;
8-May-78;96.19;;;;;;;
9-May-78;95.9;;;;;;;
10-May-78;95.92;;;;;;;
11-May-78;97.2;;;;;;;
12-May-78;98.07;;;;;;;
15-May-78;98.76;;;;;;;
16-May-78;99.35;;;;;;;
17-May-78;99.6;;;;;;;
18-May-78;98.62;;;;;;;
19-May-78;98.12;;;;;;;
22-May-78;99.09;;;;;;;
23-May-78;98.05;;;;;;;
24-May-78;97.08;;;;;;;
25-May-78;96.8;;;;;;;
26-May-78;96.58;;;;;;;
30-May-78;96.86;;;;;;;
31-May-78;97.24;;;;;;;
1-Jun-78;97.35;;;;;;;
2-Jun-78;98.14;;;;;;;
5-Jun-78;99.95;;;;;;;
6-Jun-78;100.32;;;;;;;
7-Jun-78;100.12;;;;;;;
8-Jun-78;100.21;;;;;;;
9-Jun-78;99.93;;;;;;;
12-Jun-78;99.55;;;;;;;
13-Jun-78;99.57;;;;;;;
14-Jun-78;99.48;;;;;;;
15-Jun-78;98.34;;;;;;;
16-Jun-78;97.42;;;;;;;
19-Jun-78;97.49;;;;;;;
20-Jun-78;96.51;;;;;;;
21-Jun-78;96.01;;;;;;;
22-Jun-78;96.24;;;;;;;
23-Jun-78;95.85;;;;;;;
26-Jun-78;94.6;;;;;;;
27-Jun-78;94.98;;;;;;;
28-Jun-78;95.4;;;;;;;
29-Jun-78;95.57;;;;;;;
30-Jun-78;95.53;;;;;;;
3-Jul-78;95.09;;;;;;;
5-Jul-78;94.27;;;;;;;
6-Jul-78;94.32;;;;;;;
7-Jul-78;94.89;;;;;;;
10-Jul-78;95.27;;;;;;;
11-Jul-78;95.93;;;;;;;
12-Jul-78;96.24;;;;;;;
13-Jul-78;96.25;;;;;;;
14-Jul-78;97.58;;;;;;;
17-Jul-78;97.78;;;;;;;
18-Jul-78;96.87;;;;;;;
19-Jul-78;98.12;;;;;;;
20-Jul-78;98.03;;;;;;;
21-Jul-78;97.75;;;;;;;
24-Jul-78;97.72;;;;;;;
25-Jul-78;98.44;;;;;;;
26-Jul-78;99.08;;;;;;;
27-Jul-78;99.54;;;;;;;
28-Jul-78;100.0;;;;;;;
31-Jul-78;100.68;;;;;;;
1-Aug-78;100.66;;;;;;;
2-Aug-78;102.92;;;;;;;
3-Aug-78;103.51;;;;;;;
4-Aug-78;103.92;;;;;;;
7-Aug-78;103.55;;;;;;;
8-Aug-78;104.01;;;;;;;
9-Aug-78;104.5;;;;;;;
10-Aug-78;103.66;;;;;;;
11-Aug-78;103.96;;;;;;;
14-Aug-78;103.97;;;;;;;
15-Aug-78;103.85;;;;;;;
16-Aug-78;104.65;;;;;;;
17-Aug-78;105.08;;;;;;;
18-Aug-78;104.73;;;;;;;
21-Aug-78;103.89;;;;;;;
22-Aug-78;104.31;;;;;;;
23-Aug-78;104.91;;;;;;;
24-Aug-78;105.08;;;;;;;
25-Aug-78;104.9;;;;;;;
28-Aug-78;103.96;;;;;;;
29-Aug-78;103.39;;;;;;;
30-Aug-78;103.5;;;;;;;
31-Aug-78;103.29;;;;;;;
1-Sep-78;103.68;;;;;;;
5-Sep-78;104.49;;;;;;;
6-Sep-78;105.38;;;;;;;
7-Sep-78;105.42;;;;;;;
8-Sep-78;106.79;;;;;;;
11-Sep-78;106.98;;;;;;;
12-Sep-78;106.99;;;;;;;
13-Sep-78;106.34;;;;;;;
14-Sep-78;105.1;;;;;;;
15-Sep-78;104.12;;;;;;;
18-Sep-78;103.21;;;;;;;
19-Sep-78;102.53;;;;;;;
20-Sep-78;101.73;;;;;;;
21-Sep-78;101.9;;;;;;;
22-Sep-78;101.84;;;;;;;
25-Sep-78;101.86;;;;;;;
26-Sep-78;102.62;;;;;;;
27-Sep-78;101.66;;;;;;;
28-Sep-78;101.96;;;;;;;
29-Sep-78;102.54;;;;;;;
2-Oct-78;102.96;;;;;;;
3-Oct-78;102.6;;;;;;;
4-Oct-78;103.06;;;;;;;
5-Oct-78;103.27;;;;;;;
6-Oct-78;103.52;;;;;;;
9-Oct-78;104.59;;;;;;;
10-Oct-78;104.46;;;;;;;
11-Oct-78;105.39;;;;;;;
12-Oct-78;104.88;;;;;;;
13-Oct-78;104.66;;;;;;;
16-Oct-78;102.61;;;;;;;
17-Oct-78;101.26;;;;;;;
18-Oct-78;100.49;;;;;;;
19-Oct-78;99.33;;;;;;;
20-Oct-78;97.95;;;;;;;
23-Oct-78;98.18;;;;;;;
24-Oct-78;97.49;;;;;;;
25-Oct-78;97.31;;;;;;;
26-Oct-78;96.03;;;;;;;
27-Oct-78;94.59;;;;;;;
30-Oct-78;95.06;;;;;;;
31-Oct-78;93.15;;;;;;;
1-Nov-78;96.85;;;;;;;
2-Nov-78;95.61;;;;;;;
3-Nov-78;96.18;;;;;;;
6-Nov-78;95.19;;;;;;;
7-Nov-78;93.85;;;;;;;
8-Nov-78;94.45;;;;;;;
9-Nov-78;94.42;;;;;;;
10-Nov-78;94.77;;;;;;;
13-Nov-78;93.13;;;;;;;
14-Nov-78;92.49;;;;;;;
15-Nov-78;92.71;;;;;;;
16-Nov-78;93.71;;;;;;;
17-Nov-78;94.42;;;;;;;
20-Nov-78;95.25;;;;;;;
